index,o3_sub_index,no2_one_hour_max,o3_eight_hour_max,psi_twenty_four_hourly,pm10_twenty_four_hourly,pm10_sub_index,pm25_twenty_four_hourly,pm25_sub_index,psi_three_hourly,so2_sub_index,so2_twenty_four_hourly,co_eight_hour_max,co_sub_index,date
23,"{'west': 14, 'national': 14, 'east': 4, 'central': 5, 'south': 4, 'north': 5}","{'west': 3, 'national': 28, 'east': 12, 'central': 19, 'south': 19, 'north': 28}","{'west': 32, 'national': 32, 'east': 10, 'central': 12, 'south': 10, 'north': 13}","{'west': 17, 'national': 32, 'east': 28, 'central': 22, 'south': 19, 'north': 32}","{'west': 10, 'national': 14, 'east': 12, 'central': 13, 'south': 10, 'north': 14}","{'west': 10, 'national': 14, 'east': 12, 'central': 13, 'south': 10, 'north': 14}","{'west': 4, 'national': 8, 'east': 7, 'central': 5, 'south': 4, 'north': 8}","{'west': 17, 'national': 32, 'east': 28, 'central': 22, 'south': 19, 'north': 32}","{'west': 18, 'national': 19, 'east': 17, 'central': 20, 'south': 12, 'north': 28}","{'west': 2, 'national': 2, 'east': 2, 'central': 2, 'south': 2, 'north': 2}","{'west': 2, 'national': 4, 'east': 2, 'central': 4, 'south': 3, 'north': 4}","{'west': 0.83, 'national': 0.83, 'east': 0.31, 'central': 0.83, 'south': 0.8, 'north': 0.7}","{'west': 8, 'national': 8, 'east': 3, 'central': 8, 'south': 8, 'north': 7}",2017-01-24
24,"{'west': 13, 'national': 13, 'east': 9, 'central': 5, 'south': 3, 'north': 13}","{'west': 21, 'national': 25, 'east': 7, 'central': 20, 'south': 25, 'north': 20}","{'west': 31, 'national': 31, 'east': 22, 'central': 11, 'south': 7, 'north': 30}","{'west': 19, 'national': 29, 'east': 28, 'central': 22, 'south': 24, 'north': 29}","{'west': 13, 'national': 14, 'east': 14, 'central': 11, 'south': 14, 'north': 14}","{'west': 13, 'national': 14, 'east': 14, 'central': 11, 'south': 14, 'north': 14}","{'west': 5, 'national': 7, 'east': 7, 'central': 5, 'south': 6, 'north': 7}","{'west': 19, 'national': 29, 'east': 28, 'central': 22, 'south': 24, 'north': 29}","{'west': 32, 'national': 34, 'east': 26, 'central': 28, 'south': 35, 'north': 49}","{'west': 2, 'national': 3, 'east': 2, 'central': 3, 'south': 2, 'north': 3}","{'west': 3, 'national': 4, 'east': 3, 'central': 4, 'south': 3, 'north': 4}","{'west': 0.42, 'national': 0.69, 'east': 0.2, 'central': 0.66, 'south': 0.69, 'north': 0.42}","{'west': 4, 'national': 7, 'east': 2, 'central': 7, 'south': 7, 'north': 4}",2017-01-25
25,"{'west': 25, 'national': 25, 'east': 12, 'central': 11, 'south': 8, 'north': 17}","{'west': 8, 'national': 33, 'east': 6, 'central': 33, 'south': 16, 'north': 11}","{'west': 59, 'national': 59, 'east': 29, 'central': 25, 'south': 19, 'north': 40}","{'west': 31, 'national': 42, 'east': 42, 'central': 39, 'south': 35, 'north': 38}","{'west': 18, 'national': 20, 'east': 20, 'central': 20, 'south': 19, 'north': 19}","{'west': 18, 'national': 20, 'east': 20, 'central': 20, 'south': 19, 'north': 19}","{'west': 7, 'national': 10, 'east': 10, 'central': 9, 'south': 8, 'north': 9}","{'west': 31, 'national': 42, 'east': 42, 'central': 39, 'south': 35, 'north': 38}","{'west': 32, 'national': 39, 'east': 33, 'central': 43, 'south': 49, 'north': 37}","{'west': 2, 'national': 3, 'east': 3, 'central': 3, 'south': 3, 'north': 2}","{'west': 3, 'national': 5, 'east': 5, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.58, 'national': 0.67, 'east': 0.22, 'central': 0.67, 'south': 0.67, 'north': 0.41}","{'west': 6, 'national': 7, 'east': 2, 'central': 7, 'south': 7, 'north': 4}",2017-01-26
26,"{'west': 25, 'national': 25, 'east': 16, 'central': 13, 'south': 10, 'north': 20}","{'west': 8, 'national': 43, 'east': 25, 'central': 43, 'south': 18, 'north': 5}","{'west': 60, 'national': 60, 'east': 37, 'central': 30, 'south': 25, 'north': 47}","{'west': 40, 'national': 52, 'east': 52, 'central': 44, 'south': 47, 'north': 50}","{'west': 23, 'national': 28, 'east': 26, 'central': 21, 'south': 28, 'north': 24}","{'west': 23, 'national': 28, 'east': 26, 'central': 21, 'south': 28, 'north': 24}","{'west': 10, 'national': 13, 'east': 13, 'central': 10, 'south': 11, 'north': 12}","{'west': 40, 'national': 52, 'east': 52, 'central': 44, 'south': 47, 'north': 50}","{'west': 30, 'national': 50, 'east': 53, 'central': 48, 'south': 51, 'north': 54}","{'west': 2, 'national': 3, 'east': 2, 'central': 3, 'south': 2, 'north': 2}","{'west': 3, 'national': 5, 'east': 3, 'central': 5, 'south': 3, 'north': 3}","{'west': 0.97, 'national': 0.97, 'east': 0.18, 'central': 0.66, 'south': 0.66, 'north': 0.39}","{'west': 10, 'national': 10, 'east': 2, 'central': 7, 'south': 7, 'north': 4}",2017-01-27
27,"{'west': 28, 'national': 28, 'east': 11, 'central': 11, 'south': 9, 'north': 14}","{'west': 10, 'national': 18, 'east': 10, 'central': 17, 'south': 11, 'north': 18}","{'west': 66, 'national': 66, 'east': 27, 'central': 25, 'south': 20, 'north': 34}","{'west': 46, 'national': 48, 'east': 43, 'central': 39, 'south': 40, 'north': 48}","{'west': 24, 'national': 26, 'east': 25, 'central': 20, 'south': 26, 'north': 25}","{'west': 24, 'national': 26, 'east': 25, 'central': 20, 'south': 26, 'north': 25}","{'west': 11, 'national': 12, 'east': 10, 'central': 9, 'south': 10, 'north': 12}","{'west': 46, 'national': 48, 'east': 43, 'central': 39, 'south': 40, 'north': 48}","{'west': 13, 'national': 22, 'east': 30, 'central': 17, 'south': 20, 'north': 28}","{'west': 2, 'national': 3, 'east': 2, 'central': 3, 'south': 2, 'north': 2}","{'west': 4, 'national': 4, 'east': 3, 'central': 4, 'south': 4, 'north': 3}","{'west': 1.07, 'national': 1.07, 'east': 0.22, 'central': 0.68, 'south': 0.68, 'north': 0.37}","{'west': 11, 'national': 11, 'east': 2, 'central': 7, 'south': 7, 'north': 4}",2017-01-28
28,"{'west': 25, 'national': 25, 'east': 14, 'central': 12, 'south': 8, 'north': 18}","{'west': 6, 'national': 42, 'east': 17, 'central': 42, 'south': 33, 'north': 11}","{'west': 58, 'national': 58, 'east': 32, 'central': 28, 'south': 19, 'north': 42}","{'west': 32, 'national': 35, 'east': 35, 'central': 32, 'south': 35, 'north': 34}","{'west': 20, 'national': 23, 'east': 20, 'central': 17, 'south': 23, 'north': 19}","{'west': 20, 'national': 23, 'east': 20, 'central': 17, 'south': 23, 'north': 19}","{'west': 8, 'national': 8, 'east': 8, 'central': 8, 'south': 8, 'north': 8}","{'west': 32, 'national': 35, 'east': 35, 'central': 32, 'south': 35, 'north': 34}","{'west': 33, 'national': 36, 'east': 31, 'central': 36, 'south': 37, 'north': 41}","{'west': 3, 'national': 3, 'east': 1, 'central': 3, 'south': 2, 'north': 2}","{'west': 4, 'national': 4, 'east': 2, 'central': 4, 'south': 3, 'north': 3}","{'west': 1.15, 'national': 1.15, 'east': 0.17, 'central': 0.62, 'south': 0.62, 'north': 0.39}","{'west': 11, 'national': 11, 'east': 2, 'central': 6, 'south': 6, 'north': 4}",2017-01-29
29,"{'west': 8, 'national': 14, 'east': 10, 'central': 7, 'south': 6, 'north': 14}","{'west': 7, 'national': 34, 'east': 3, 'central': 34, 'south': 21, 'north': 5}","{'west': 18, 'national': 33, 'east': 25, 'central': 18, 'south': 14, 'north': 33}","{'west': 29, 'national': 32, 'east': 32, 'central': 28, 'south': 31, 'north': 26}","{'west': 17, 'national': 17, 'east': 15, 'central': 13, 'south': 17, 'north': 16}","{'west': 17, 'national': 17, 'east': 15, 'central': 13, 'south': 17, 'north': 16}","{'west': 7, 'national': 8, 'east': 8, 'central': 7, 'south': 7, 'north': 6}","{'west': 29, 'national': 32, 'east': 32, 'central': 28, 'south': 31, 'north': 26}","{'west': 17, 'national': 24, 'east': 19, 'central': 30, 'south': 32, 'north': 23}","{'west': 3, 'national': 3, 'east': 2, 'central': 3, 'south': 2, 'north': 2}","{'west': 4, 'national': 4, 'east': 3, 'central': 4, 'south': 3, 'north': 2}","{'west': 0.42, 'national': 0.69, 'east': 0.18, 'central': 0.69, 'south': 0.69, 'north': 0.42}","{'west': 4, 'national': 7, 'east': 2, 'central': 7, 'south': 7, 'north': 4}",2017-01-30
30,"{'west': 18, 'national': 18, 'east': 12, 'central': 8, 'south': 6, 'north': 15}","{'west': 19, 'national': 32, 'east': 2, 'central': 32, 'south': 24, 'north': 12}","{'west': 42, 'national': 42, 'east': 28, 'central': 20, 'south': 14, 'north': 36}","{'west': 30, 'national': 39, 'east': 38, 'central': 39, 'south': 37, 'north': 34}","{'west': 20, 'national': 24, 'east': 19, 'central': 19, 'south': 24, 'north': 17}","{'west': 20, 'national': 24, 'east': 19, 'central': 19, 'south': 24, 'north': 17}","{'west': 7, 'national': 9, 'east': 9, 'central': 9, 'south': 9, 'north': 8}","{'west': 30, 'national': 39, 'east': 38, 'central': 39, 'south': 37, 'north': 34}","{'west': 17, 'national': 38, 'east': 39, 'central': 47, 'south': 45, 'north': 40}","{'west': 2, 'national': 3, 'east': 2, 'central': 3, 'south': 3, 'north': 2}","{'west': 4, 'national': 5, 'east': 3, 'central': 5, 'south': 5, 'north': 3}","{'west': 0.4, 'national': 0.64, 'east': 0.23, 'central': 0.64, 'south': 0.64, 'north': 0.44}","{'west': 4, 'national': 6, 'east': 2, 'central': 6, 'south': 6, 'north': 4}",2017-01-31
31,"{'west': 24, 'national': 24, 'east': 18, 'central': 15, 'south': 11, 'north': 19}","{'west': 22, 'national': 29, 'east': 7, 'central': 16, 'south': 29, 'north': 23}","{'west': 57, 'national': 57, 'east': 43, 'central': 35, 'south': 26, 'north': 45}","{'west': 51, 'national': 53, 'east': 53, 'central': 49, 'south': 51, 'north': 51}","{'west': 27, 'national': 28, 'east': 26, 'central': 22, 'south': 28, 'north': 24}","{'west': 27, 'national': 28, 'east': 26, 'central': 22, 'south': 28, 'north': 24}","{'west': 12, 'national': 14, 'east': 14, 'central': 12, 'south': 12, 'north': 12}","{'west': 51, 'national': 53, 'east': 53, 'central': 49, 'south': 51, 'north': 51}","{'west': 54, 'national': 55, 'east': 54, 'central': 52, 'south': 56, 'north': 57}","{'west': 2, 'national': 3, 'east': 2, 'central': 3, 'south': 2, 'north': 2}","{'west': 3, 'national': 5, 'east': 2, 'central': 5, 'south': 4, 'north': 3}","{'west': 0.51, 'national': 0.58, 'east': 0.21, 'central': 0.53, 'south': 0.58, 'north': 0.47}","{'west': 5, 'national': 6, 'east': 2, 'central': 5, 'south': 6, 'north': 5}",2017-02-01
32,"{'west': 40, 'national': 40, 'east': 18, 'central': 19, 'south': 15, 'north': 14}","{'west': 12, 'national': 63, 'east': 17, 'central': 63, 'south': 39, 'north': 56}","{'west': 94, 'national': 94, 'east': 43, 'central': 44, 'south': 36, 'north': 32}","{'west': 53, 'national': 62, 'east': 59, 'central': 60, 'south': 62, 'north': 58}","{'west': 28, 'national': 41, 'east': 33, 'central': 32, 'south': 41, 'north': 31}","{'west': 28, 'national': 41, 'east': 33, 'central': 32, 'south': 41, 'north': 31}","{'west': 14, 'national': 22, 'east': 19, 'central': 20, 'south': 22, 'north': 18}","{'west': 53, 'national': 62, 'east': 59, 'central': 60, 'south': 62, 'north': 58}","{'west': 37, 'national': 60, 'east': 54, 'central': 63, 'south': 65, 'north': 69}","{'west': 4, 'national': 11, 'east': 3, 'central': 6, 'south': 11, 'north': 2}","{'west': 6, 'national': 18, 'east': 5, 'central': 9, 'south': 18, 'north': 3}","{'west': 0.59, 'national': 0.77, 'east': 0.23, 'central': 0.77, 'south': 0.33, 'north': 0.57}","{'west': 6, 'national': 8, 'east': 2, 'central': 8, 'south': 3, 'north': 6}",2017-02-02
33,"{'west': 17, 'national': 17, 'east': 10, 'central': 16, 'south': 14, 'north': 11}","{'west': 32, 'national': 34, 'east': 10, 'central': 34, 'south': 11, 'north': 14}","{'west': 41, 'national': 41, 'east': 24, 'central': 38, 'south': 32, 'north': 26}","{'west': 47, 'national': 52, 'east': 52, 'central': 42, 'south': 48, 'north': 45}","{'west': 22, 'national': 23, 'east': 21, 'central': 17, 'south': 23, 'north': 22}","{'west': 22, 'national': 23, 'east': 21, 'central': 17, 'south': 23, 'north': 22}","{'west': 11, 'national': 13, 'east': 13, 'central': 10, 'south': 12, 'north': 11}","{'west': 47, 'national': 52, 'east': 52, 'central': 42, 'south': 48, 'north': 45}","{'west': 18, 'national': 27, 'east': 35, 'central': 19, 'south': 44, 'north': 19}","{'west': 5, 'national': 6, 'east': 2, 'central': 4, 'south': 6, 'north': 2}","{'west': 8, 'national': 9, 'east': 4, 'central': 6, 'south': 9, 'north': 3}","{'west': 0.5, 'national': 0.5, 'east': 0.25, 'central': 0.49, 'south': 0.34, 'north': 0.39}","{'west': 5, 'national': 5, 'east': 2, 'central': 5, 'south': 3, 'north': 4}",2017-02-03
34,"{'west': 19, 'national': 19, 'east': 11, 'central': 10, 'south': 12, 'north': 12}","{'west': 39, 'national': 39, 'east': 17, 'central': 34, 'south': 21, 'north': 16}","{'west': 44, 'national': 44, 'east': 27, 'central': 24, 'south': 27, 'north': 28}","{'west': 34, 'national': 37, 'east': 37, 'central': 34, 'south': 36, 'north': 34}","{'west': 19, 'national': 19, 'east': 17, 'central': 14, 'south': 18, 'north': 18}","{'west': 19, 'national': 19, 'east': 17, 'central': 14, 'south': 18, 'north': 18}","{'west': 8, 'national': 9, 'east': 9, 'central': 8, 'south': 9, 'north': 8}","{'west': 34, 'national': 37, 'east': 37, 'central': 34, 'south': 36, 'north': 34}","{'west': 28, 'national': 35, 'east': 31, 'central': 34, 'south': 42, 'north': 41}","{'west': 4, 'national': 6, 'east': 2, 'central': 3, 'south': 6, 'north': 3}","{'west': 7, 'national': 9, 'east': 2, 'central': 5, 'south': 9, 'north': 5}","{'west': 0.6, 'national': 0.6, 'east': 0.24, 'central': 0.59, 'south': 0.39, 'north': 0.49}","{'west': 6, 'national': 6, 'east': 2, 'central': 6, 'south': 4, 'north': 5}",2017-02-04
35,"{'west': 23, 'national': 23, 'east': 16, 'central': 15, 'south': 11, 'north': 15}","{'west': 23, 'national': 29, 'east': 9, 'central': 28, 'south': 15, 'north': 29}","{'west': 54, 'national': 54, 'east': 38, 'central': 35, 'south': 26, 'north': 37}","{'west': 35, 'national': 42, 'east': 42, 'central': 38, 'south': 40, 'north': 39}","{'west': 18, 'national': 21, 'east': 18, 'central': 16, 'south': 20, 'north': 21}","{'west': 18, 'national': 21, 'east': 18, 'central': 16, 'south': 20, 'north': 21}","{'west': 8, 'national': 10, 'east': 10, 'central': 9, 'south': 10, 'north': 9}","{'west': 35, 'national': 42, 'east': 42, 'central': 38, 'south': 40, 'north': 39}","{'west': 18, 'national': 27, 'east': 30, 'central': 20, 'south': 33, 'north': 32}","{'west': 3, 'national': 9, 'east': 4, 'central': 5, 'south': 9, 'north': 3}","{'west': 5, 'national': 14, 'east': 7, 'central': 7, 'south': 14, 'north': 5}","{'west': 0.62, 'national': 0.62, 'east': 0.25, 'central': 0.57, 'south': 0.34, 'north': 0.44}","{'west': 6, 'national': 6, 'east': 3, 'central': 6, 'south': 3, 'north': 4}",2017-02-05
36,"{'west': 28, 'national': 28, 'east': 13, 'central': 13, 'south': 12, 'north': 14}","{'west': 21, 'national': 28, 'east': 14, 'central': 28, 'south': 11, 'north': 28}","{'west': 67, 'national': 67, 'east': 31, 'central': 30, 'south': 27, 'north': 32}","{'west': 31, 'national': 43, 'east': 43, 'central': 30, 'south': 36, 'north': 37}","{'west': 18, 'national': 20, 'east': 19, 'central': 15, 'south': 20, 'north': 18}","{'west': 18, 'national': 20, 'east': 19, 'central': 15, 'south': 20, 'north': 18}","{'west': 7, 'national': 10, 'east': 10, 'central': 7, 'south': 9, 'north': 9}","{'west': 31, 'national': 43, 'east': 43, 'central': 30, 'south': 36, 'north': 37}","{'west': 20, 'national': 29, 'east': 33, 'central': 21, 'south': 29, 'north': 42}","{'west': 3, 'national': 5, 'east': 3, 'central': 3, 'south': 5, 'north': 3}","{'west': 5, 'national': 8, 'east': 5, 'central': 5, 'south': 8, 'north': 5}","{'west': 0.64, 'national': 0.7, 'east': 0.7, 'central': 0.64, 'south': 0.29, 'north': 0.36}","{'west': 6, 'national': 7, 'east': 7, 'central': 6, 'south': 3, 'north': 4}",2017-02-06
37,"{'west': 24, 'national': 24, 'east': 11, 'central': 9, 'south': 8, 'north': 13}","{'west': 40, 'national': 52, 'east': 15, 'central': 46, 'south': 52, 'north': 29}","{'west': 57, 'national': 57, 'east': 25, 'central': 21, 'south': 19, 'north': 31}","{'west': 37, 'national': 45, 'east': 45, 'central': 38, 'south': 45, 'north': 44}","{'west': 22, 'national': 22, 'east': 19, 'central': 16, 'south': 21, 'north': 21}","{'west': 22, 'national': 22, 'east': 19, 'central': 16, 'south': 21, 'north': 21}","{'west': 9, 'national': 11, 'east': 11, 'central': 9, 'south': 11, 'north': 11}","{'west': 37, 'national': 45, 'east': 45, 'central': 38, 'south': 45, 'north': 44}","{'west': 27, 'national': 35, 'east': 40, 'central': 32, 'south': 44, 'north': 29}","{'west': 3, 'national': 3, 'east': 2, 'central': 3, 'south': 3, 'north': 3}","{'west': 4, 'national': 5, 'east': 3, 'central': 5, 'south': 5, 'north': 4}","{'west': 0.69, 'national': 0.8, 'east': 0.77, 'central': 0.8, 'south': 0.43, 'north': 0.5}","{'west': 7, 'national': 8, 'east': 8, 'central': 8, 'south': 4, 'north': 5}",2017-02-07
38,"{'west': 19, 'national': 19, 'east': 14, 'central': 12, 'south': 10, 'north': 14}","{'west': 56, 'national': 70, 'east': 27, 'central': 70, 'south': 70, 'north': 56}","{'west': 44, 'national': 44, 'east': 34, 'central': 29, 'south': 24, 'north': 33}","{'west': 52, 'national': 57, 'east': 57, 'central': 54, 'south': 55, 'north': 56}","{'west': 25, 'national': 28, 'east': 28, 'central': 23, 'south': 28, 'north': 26}","{'west': 25, 'national': 28, 'east': 28, 'central': 23, 'south': 28, 'north': 26}","{'west': 13, 'national': 17, 'east': 17, 'central': 15, 'south': 16, 'north': 16}","{'west': 52, 'national': 57, 'east': 57, 'central': 54, 'south': 55, 'north': 56}","{'west': 29, 'national': 59, 'east': 59, 'central': 60, 'south': 61, 'north': 68}","{'west': 2, 'national': 6, 'east': 3, 'central': 5, 'south': 5, 'north': 6}","{'west': 4, 'national': 10, 'east': 5, 'central': 7, 'south': 8, 'north': 10}","{'west': 0.79, 'national': 1.01, 'east': 0.42, 'central': 1.01, 'south': 0.83, 'north': 0.52}","{'west': 8, 'national': 10, 'east': 4, 'central': 10, 'south': 8, 'north': 5}",2017-02-08
39,"{'west': 28, 'national': 28, 'east': 22, 'central': 20, 'south': 20, 'north': 25}","{'west': 27, 'national': 58, 'east': 15, 'central': 58, 'south': 58, 'north': 20}","{'west': 67, 'national': 67, 'east': 52, 'central': 48, 'south': 47, 'north': 59}","{'west': 57, 'national': 61, 'east': 60, 'central': 58, 'south': 61, 'north': 61}","{'west': 31, 'national': 33, 'east': 32, 'central': 28, 'south': 27, 'north': 33}","{'west': 31, 'national': 33, 'east': 32, 'central': 28, 'south': 27, 'north': 33}","{'west': 17, 'national': 21, 'east': 20, 'central': 19, 'south': 18, 'north': 21}","{'west': 57, 'national': 61, 'east': 60, 'central': 58, 'south': 58, 'north': 61}","{'west': 44, 'national': 55, 'east': 56, 'central': 57, 'south': 57, 'north': 55}","{'west': 2, 'national': 61, 'east': 2, 'central': 3, 'south': 61, 'north': 7}","{'west': 4, 'national': 137, 'east': 3, 'central': 6, 'south': 137, 'north': 11}","{'west': 0.77, 'national': 0.77, 'east': 0.3, 'central': 0.62, 'south': 0.56, 'north': 0.4}","{'west': 8, 'national': 8, 'east': 3, 'central': 6, 'south': 6, 'north': 4}",2017-02-09
40,"{'west': 31, 'national': 31, 'east': 21, 'central': 22, 'south': 19, 'north': 25}","{'west': 5, 'national': 30, 'east': 8, 'central': 30, 'south': 25, 'north': 9}","{'west': 73, 'national': 73, 'east': 50, 'central': 51, 'south': 45, 'north': 58}","{'west': 53, 'national': 56, 'east': 56, 'central': 53, 'south': 54, 'north': 56}","{'west': 28, 'national': 28, 'east': 28, 'central': 23, 'south': 26, 'north': 28}","{'west': 28, 'national': 28, 'east': 28, 'central': 23, 'south': 26, 'north': 28}","{'west': 14, 'national': 17, 'east': 17, 'central': 14, 'south': 14, 'north': 16}","{'west': 53, 'national': 56, 'east': 56, 'central': 53, 'south': 54, 'north': 56}","{'west': 34, 'national': 52, 'east': 53, 'central': 53, 'south': 46, 'north': 58}","{'west': 2, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 3}","{'west': 4, 'national': 4, 'east': 3, 'central': 4, 'south': 3, 'north': 4}","{'west': 0.61, 'national': 0.61, 'east': 0.22, 'central': 0.54, 'south': 0.34, 'north': 0.38}","{'west': 6, 'national': 6, 'east': 2, 'central': 5, 'south': 3, 'north': 4}",2017-02-10
