index,o3_sub_index,no2_one_hour_max,o3_eight_hour_max,psi_twenty_four_hourly,pm10_twenty_four_hourly,pm10_sub_index,pm25_twenty_four_hourly,pm25_sub_index,psi_three_hourly,so2_sub_index,so2_twenty_four_hourly,co_eight_hour_max,co_sub_index,date
2314,"{'west': 13, 'national': 16, 'east': 9, 'central': 14, 'south': 6, 'north': 16}","{'west': 25, 'national': 67, 'east': 36, 'central': 43, 'south': 23, 'north': 67}","{'west': 31, 'national': 37, 'east': 22, 'central': 32, 'south': 14, 'north': 37}","{'west': 31, 'national': 53, 'east': 53, 'central': 43, 'south': 44, 'north': 21}","{'west': 18, 'national': 28, 'east': 28, 'central': 15, 'south': 23, 'north': 20}","{'west': 18, 'national': 28, 'east': 28, 'central': 15, 'south': 23, 'north': 20}","{'west': 7, 'national': 14, 'east': 14, 'central': 10, 'south': 10, 'north': 5}","{'west': 31, 'national': 53, 'east': 53, 'central': 43, 'south': 44, 'north': 21}",,"{'west': 4, 'national': 4, 'east': 3, 'central': 2, 'south': 1, 'north': 2}","{'west': 6, 'national': 6, 'east': 5, 'central': 4, 'south': 2, 'north': 4}","{'west': 0.52, 'national': 0.63, 'east': 0.63, 'central': 0.47, 'south': 0.4, 'north': 0.33}","{'west': 5, 'national': 6, 'east': 6, 'central': 5, 'south': 4, 'north': 3}",2023-05-04
2315,"{'west': 9, 'national': 29, 'east': 22, 'central': 21, 'south': 8, 'north': 29}","{'west': 25, 'national': 65, 'east': 65, 'central': 39, 'south': 27, 'north': 36}","{'west': 21, 'national': 67, 'east': 52, 'central': 50, 'south': 19, 'north': 67}","{'west': 31, 'national': 64, 'east': 64, 'central': 54, 'south': 55, 'north': 37}","{'west': 15, 'national': 43, 'east': 43, 'central': 21, 'south': 28, 'north': 34}","{'west': 15, 'national': 43, 'east': 43, 'central': 21, 'south': 28, 'north': 34}","{'west': 7, 'national': 24, 'east': 24, 'central': 15, 'south': 16, 'north': 9}","{'west': 31, 'national': 64, 'east': 64, 'central': 54, 'south': 55, 'north': 37}",,"{'west': 5, 'national': 6, 'east': 6, 'central': 3, 'south': 3, 'north': 2}","{'west': 7, 'national': 9, 'east': 9, 'central': 4, 'south': 6, 'north': 3}","{'west': 0.44, 'national': 0.78, 'east': 0.78, 'central': 0.52, 'south': 0.44, 'north': 0.29}","{'west': 4, 'national': 8, 'east': 8, 'central': 5, 'south': 4, 'north': 3}",2023-05-05
2316,"{'west': 6, 'national': 19, 'east': 11, 'central': 14, 'south': 6, 'north': 19}","{'west': 22, 'national': 37, 'east': 33, 'central': 37, 'south': 15, 'north': 37}","{'west': 14, 'national': 44, 'east': 26, 'central': 34, 'south': 14, 'north': 44}","{'west': 18, 'national': 51, 'east': 51, 'central': 32, 'south': 48, 'north': 23}","{'west': 10, 'national': 24, 'east': 24, 'central': 14, 'south': 23, 'north': 19}","{'west': 10, 'national': 24, 'east': 24, 'central': 14, 'south': 23, 'north': 19}","{'west': 4, 'national': 12, 'east': 12, 'central': 8, 'south': 12, 'north': 5}","{'west': 18, 'national': 51, 'east': 51, 'central': 32, 'south': 48, 'north': 23}",,"{'west': 5, 'national': 12, 'east': 12, 'central': 12, 'south': 12, 'north': 2}","{'west': 8, 'national': 19, 'east': 19, 'central': 18, 'south': 18, 'north': 3}","{'west': 0.39, 'national': 0.73, 'east': 0.61, 'central': 0.44, 'south': 0.34, 'north': 0.73}","{'west': 4, 'national': 7, 'east': 6, 'central': 4, 'south': 3, 'north': 7}",2023-05-06
2317,"{'west': 5, 'national': 13, 'east': 9, 'central': 13, 'south': 5, 'north': 11}","{'west': 18, 'national': 31, 'east': 24, 'central': 25, 'south': 11, 'north': 31}","{'west': 13, 'national': 31, 'east': 21, 'central': 31, 'south': 12, 'north': 27}","{'west': 15, 'national': 27, 'east': 27, 'central': 17, 'south': 23, 'north': 16}","{'west': 8, 'national': 14, 'east': 13, 'central': 9, 'south': 14, 'north': 14}","{'west': 8, 'national': 14, 'east': 13, 'central': 9, 'south': 14, 'north': 14}","{'west': 4, 'national': 6, 'east': 6, 'central': 4, 'south': 6, 'north': 4}","{'west': 15, 'national': 27, 'east': 27, 'central': 17, 'south': 23, 'north': 16}",,"{'west': 4, 'national': 4, 'east': 3, 'central': 3, 'south': 3, 'north': 1}","{'west': 6, 'national': 6, 'east': 6, 'central': 5, 'south': 5, 'north': 2}","{'west': 0.35, 'national': 0.82, 'east': 0.6, 'central': 0.45, 'south': 0.31, 'north': 0.82}","{'west': 4, 'national': 8, 'east': 6, 'central': 5, 'south': 3, 'north': 8}",2023-05-07
2318,"{'west': 5, 'national': 14, 'east': 10, 'central': 14, 'south': 5, 'north': 10}","{'west': 28, 'national': 34, 'east': 31, 'central': 24, 'south': 11, 'north': 34}","{'west': 11, 'national': 32, 'east': 24, 'central': 32, 'south': 13, 'north': 24}","{'west': 17, 'national': 28, 'east': 27, 'central': 15, 'south': 28, 'north': 17}","{'west': 11, 'national': 17, 'east': 14, 'central': 8, 'south': 15, 'north': 17}","{'west': 11, 'national': 17, 'east': 14, 'central': 8, 'south': 15, 'north': 17}","{'west': 4, 'national': 7, 'east': 6, 'central': 4, 'south': 7, 'north': 4}","{'west': 17, 'national': 28, 'east': 27, 'central': 15, 'south': 28, 'north': 16}",,"{'west': 6, 'national': 6, 'east': 3, 'central': 4, 'south': 2, 'north': 1}","{'west': 9, 'national': 9, 'east': 4, 'central': 7, 'south': 3, 'north': 2}","{'west': 0.4, 'national': 0.59, 'east': 0.54, 'central': 0.49, 'south': 0.29, 'north': 0.59}","{'west': 4, 'national': 6, 'east': 5, 'central': 5, 'south': 3, 'north': 6}",2023-05-08
2319,"{'west': 4, 'national': 16, 'east': 8, 'central': 14, 'south': 4, 'north': 16}","{'west': 29, 'national': 56, 'east': 56, 'central': 44, 'south': 15, 'north': 51}","{'west': 11, 'national': 37, 'east': 19, 'central': 33, 'south': 10, 'north': 37}","{'west': 19, 'national': 24, 'east': 24, 'central': 20, 'south': 21, 'north': 21}","{'west': 11, 'national': 21, 'east': 13, 'central': 12, 'south': 17, 'north': 21}","{'west': 11, 'national': 21, 'east': 13, 'central': 12, 'south': 17, 'north': 21}","{'west': 4, 'national': 6, 'east': 6, 'central': 5, 'south': 5, 'north': 5}","{'west': 19, 'national': 24, 'east': 24, 'central': 20, 'south': 21, 'north': 21}",,"{'west': 6, 'national': 6, 'east': 3, 'central': 6, 'south': 4, 'north': 2}","{'west': 9, 'national': 10, 'east': 5, 'central': 10, 'south': 6, 'north': 3}","{'west': 0.42, 'national': 0.59, 'east': 0.58, 'central': 0.59, 'south': 0.28, 'north': 0.58}","{'west': 4, 'national': 6, 'east': 6, 'central': 6, 'south': 3, 'north': 6}",2023-05-09
2320,"{'west': 5, 'national': 15, 'east': 10, 'central': 15, 'south': 7, 'north': 13}","{'west': 23, 'national': 30, 'east': 22, 'central': 27, 'south': 20, 'north': 30}","{'west': 13, 'national': 36, 'east': 24, 'central': 36, 'south': 17, 'north': 31}","{'west': 21, 'national': 33, 'east': 33, 'central': 21, 'south': 30, 'north': 22}","{'west': 13, 'national': 22, 'east': 19, 'central': 13, 'south': 16, 'north': 22}","{'west': 13, 'national': 22, 'east': 19, 'central': 13, 'south': 16, 'north': 22}","{'west': 5, 'national': 8, 'east': 8, 'central': 5, 'south': 7, 'north': 5}","{'west': 21, 'national': 33, 'east': 33, 'central': 21, 'south': 30, 'north': 21}",,"{'west': 6, 'national': 6, 'east': 3, 'central': 2, 'south': 3, 'north': 1}","{'west': 10, 'national': 10, 'east': 5, 'central': 4, 'south': 4, 'north': 2}","{'west': 0.38, 'national': 0.57, 'east': 0.57, 'central': 0.37, 'south': 0.27, 'north': 0.44}","{'west': 4, 'national': 6, 'east': 6, 'central': 4, 'south': 3, 'north': 4}",2023-05-10
2321,"{'west': 8, 'national': 13, 'east': 9, 'central': 10, 'south': 8, 'north': 13}","{'west': 27, 'national': 27, 'east': 21, 'central': 16, 'south': 11, 'north': 13}","{'west': 20, 'national': 31, 'east': 21, 'central': 23, 'south': 18, 'north': 31}","{'west': 21, 'national': 47, 'east': 47, 'central': 29, 'south': 38, 'north': 26}","{'west': 13, 'national': 26, 'east': 24, 'central': 18, 'south': 17, 'north': 26}","{'west': 13, 'national': 26, 'east': 24, 'central': 18, 'south': 17, 'north': 26}","{'west': 5, 'national': 11, 'east': 11, 'central': 7, 'south': 9, 'north': 5}","{'west': 21, 'national': 47, 'east': 47, 'central': 29, 'south': 38, 'north': 23}",,"{'west': 5, 'national': 5, 'east': 4, 'central': 2, 'south': 2, 'north': 1}","{'west': 8, 'national': 8, 'east': 6, 'central': 3, 'south': 3, 'north': 2}","{'west': 0.41, 'national': 0.57, 'east': 0.57, 'central': 0.31, 'south': 0.22, 'north': 0.47}","{'west': 4, 'national': 6, 'east': 6, 'central': 3, 'south': 2, 'north': 5}",2023-05-11
2322,,,,,,,,,,,,,,2023-05-12
2323,,,,,,,,,,,,,,2023-05-13
2324,,,,,,,,,,,,,,2023-05-14
2325,,,,,,,,,,,,,,2023-05-15
2326,"{'west': 3, 'national': 9, 'east': 6, 'central': 9, 'south': 3, 'north': 6}","{'west': 35, 'national': 67, 'east': 67, 'central': 38, 'south': 15, 'north': 47}","{'west': 7, 'national': 21, 'east': 13, 'central': 21, 'south': 6, 'north': 13}","{'west': 33, 'national': 53, 'east': 52, 'central': 53, 'south': 43, 'north': 31}","{'west': 19, 'national': 31, 'east': 26, 'central': 20, 'south': 21, 'north': 31}","{'west': 19, 'national': 31, 'east': 26, 'central': 20, 'south': 21, 'north': 31}","{'west': 8, 'national': 14, 'east': 13, 'central': 14, 'south': 10, 'north': 7}","{'west': 33, 'national': 53, 'east': 52, 'central': 53, 'south': 43, 'north': 29}",,"{'west': 11, 'national': 11, 'east': 3, 'central': 4, 'south': 3, 'north': 2}","{'west': 18, 'national': 18, 'east': 5, 'central': 7, 'south': 5, 'north': 2}","{'west': 0.47, 'national': 0.54, 'east': 0.51, 'central': 0.51, 'south': 0.32, 'north': 0.54}","{'west': 5, 'national': 5, 'east': 5, 'central': 5, 'south': 3, 'north': 5}",2023-05-16
2327,"{'west': 2, 'national': 9, 'east': 4, 'central': 9, 'south': 2, 'north': 7}","{'west': 32, 'national': 105, 'east': 97, 'central': 105, 'south': 23, 'north': 70}","{'west': 4, 'national': 21, 'east': 10, 'central': 21, 'south': 5, 'north': 16}","{'west': 26, 'national': 57, 'east': 53, 'central': 57, 'south': 42, 'north': 32}","{'west': 14, 'national': 32, 'east': 26, 'central': 22, 'south': 22, 'north': 32}","{'west': 14, 'national': 32, 'east': 26, 'central': 22, 'south': 22, 'north': 32}","{'west': 6, 'national': 17, 'east': 14, 'central': 17, 'south': 10, 'north': 7}","{'west': 26, 'national': 57, 'east': 53, 'central': 57, 'south': 42, 'north': 30}",,"{'west': 6, 'national': 6, 'east': 2, 'central': 2, 'south': 4, 'north': 2}","{'west': 9, 'national': 9, 'east': 4, 'central': 2, 'south': 6, 'north': 3}","{'west': 0.5, 'national': 1.01, 'east': 0.76, 'central': 1.01, 'south': 0.48, 'north': 0.82}","{'west': 5, 'national': 10, 'east': 8, 'central': 10, 'south': 5, 'north': 8}",2023-05-17
2328,"{'west': 7, 'national': 20, 'east': 13, 'central': 20, 'south': 8, 'north': 18}","{'west': 34, 'national': 44, 'east': 44, 'central': 41, 'south': 34, 'north': 23}","{'west': 17, 'national': 47, 'east': 31, 'central': 47, 'south': 19, 'north': 41}","{'west': 41, 'national': 59, 'east': 59, 'central': 57, 'south': 58, 'north': 37}","{'west': 20, 'national': 39, 'east': 39, 'central': 23, 'south': 39, 'north': 37}","{'west': 20, 'national': 39, 'east': 39, 'central': 23, 'south': 39, 'north': 37}","{'west': 10, 'national': 19, 'east': 19, 'central': 17, 'south': 18, 'north': 9}","{'west': 41, 'national': 59, 'east': 59, 'central': 57, 'south': 58, 'north': 37}",,"{'west': 6, 'national': 7, 'east': 7, 'central': 2, 'south': 7, 'north': 2}","{'west': 10, 'national': 11, 'east': 11, 'central': 4, 'south': 11, 'north': 3}","{'west': 0.47, 'national': 0.65, 'east': 0.53, 'central': 0.65, 'south': 0.36, 'north': 0.49}","{'west': 5, 'national': 7, 'east': 5, 'central': 7, 'south': 4, 'north': 5}",2023-05-18
2329,"{'west': 9, 'national': 19, 'east': 10, 'central': 19, 'south': 5, 'north': 19}","{'west': 20, 'national': 53, 'east': 53, 'central': 49, 'south': 26, 'north': 35}","{'west': 22, 'national': 46, 'east': 23, 'central': 46, 'south': 11, 'north': 46}","{'west': 26, 'national': 54, 'east': 54, 'central': 47, 'south': 51, 'north': 27}","{'west': 14, 'national': 31, 'east': 26, 'central': 24, 'south': 31, 'north': 27}","{'west': 14, 'national': 31, 'east': 26, 'central': 24, 'south': 31, 'north': 27}","{'west': 6, 'national': 15, 'east': 15, 'central': 11, 'south': 12, 'north': 6}","{'west': 26, 'national': 54, 'east': 54, 'central': 47, 'south': 51, 'north': 26}",,"{'west': 5, 'national': 9, 'east': 9, 'central': 4, 'south': 9, 'north': 1}","{'west': 7, 'national': 15, 'east': 15, 'central': 6, 'south': 14, 'north': 2}","{'west': 0.44, 'national': 0.68, 'east': 0.54, 'central': 0.68, 'south': 0.33, 'north': 0.42}","{'west': 4, 'national': 7, 'east': 5, 'central': 7, 'south': 3, 'north': 4}",2023-05-19
2330,"{'west': 7, 'national': 15, 'east': 12, 'central': 15, 'south': 7, 'north': 10}","{'west': 20, 'national': 60, 'east': 26, 'central': 34, 'south': 16, 'north': 60}","{'west': 16, 'national': 35, 'east': 28, 'central': 35, 'south': 16, 'north': 24}","{'west': 24, 'national': 50, 'east': 49, 'central': 38, 'south': 50, 'north': 24}","{'west': 12, 'national': 30, 'east': 23, 'central': 13, 'south': 30, 'north': 24}","{'west': 12, 'national': 30, 'east': 23, 'central': 13, 'south': 30, 'north': 24}","{'west': 6, 'national': 12, 'east': 12, 'central': 9, 'south': 12, 'north': 6}","{'west': 24, 'national': 50, 'east': 49, 'central': 38, 'south': 50, 'north': 23}",,"{'west': 4, 'national': 4, 'east': 3, 'central': 2, 'south': 3, 'north': 3}","{'west': 7, 'national': 7, 'east': 5, 'central': 3, 'south': 5, 'north': 5}","{'west': 0.46, 'national': 0.75, 'east': 0.51, 'central': 0.75, 'south': 0.35, 'north': 0.52}","{'west': 5, 'national': 8, 'east': 5, 'central': 8, 'south': 3, 'north': 5}",2023-05-20
2331,"{'west': 4, 'national': 9, 'east': 6, 'central': 9, 'south': 3, 'north': 6}","{'west': 48, 'national': 68, 'east': 43, 'central': 44, 'south': 15, 'north': 68}","{'west': 10, 'national': 22, 'east': 14, 'central': 22, 'south': 6, 'north': 13}","{'west': 45, 'national': 52, 'east': 51, 'central': 33, 'south': 52, 'north': 23}","{'west': 15, 'national': 25, 'east': 23, 'central': 12, 'south': 25, 'north': 23}","{'west': 15, 'national': 25, 'east': 23, 'central': 12, 'south': 25, 'north': 23}","{'west': 11, 'national': 13, 'east': 12, 'central': 8, 'south': 13, 'north': 5}","{'west': 45, 'national': 52, 'east': 51, 'central': 33, 'south': 52, 'north': 22}",,"{'west': 7, 'national': 9, 'east': 9, 'central': 1, 'south': 4, 'north': 1}","{'west': 11, 'national': 15, 'east': 15, 'central': 2, 'south': 7, 'north': 2}","{'west': 0.63, 'national': 0.85, 'east': 0.56, 'central': 0.85, 'south': 0.36, 'north': 0.55}","{'west': 6, 'national': 8, 'east': 6, 'central': 8, 'south': 4, 'north': 6}",2023-05-21
2332,"{'west': 7, 'national': 20, 'east': 11, 'central': 20, 'south': 8, 'north': 17}","{'west': 20, 'national': 44, 'east': 35, 'central': 30, 'south': 12, 'north': 44}","{'west': 16, 'national': 48, 'east': 25, 'central': 48, 'south': 19, 'north': 40}","{'west': 57, 'national': 57, 'east': 50, 'central': 43, 'south': 53, 'north': 28}","{'west': 25, 'national': 28, 'east': 22, 'central': 15, 'south': 28, 'north': 28}","{'west': 25, 'national': 28, 'east': 22, 'central': 15, 'south': 28, 'north': 28}","{'west': 17, 'national': 17, 'east': 12, 'central': 10, 'south': 14, 'north': 6}","{'west': 57, 'national': 57, 'east': 50, 'central': 43, 'south': 53, 'north': 24}",,"{'west': 8, 'national': 8, 'east': 4, 'central': 2, 'south': 5, 'north': 2}","{'west': 13, 'national': 13, 'east': 6, 'central': 2, 'south': 8, 'north': 2}","{'west': 0.65, 'national': 0.82, 'east': 0.57, 'central': 0.82, 'south': 0.34, 'north': 0.45}","{'west': 6, 'national': 8, 'east': 6, 'central': 8, 'south': 3, 'north': 5}",2023-05-22
2333,"{'west': 7, 'national': 12, 'east': 9, 'central': 11, 'south': 6, 'north': 12}","{'west': 20, 'national': 79, 'east': 79, 'central': 53, 'south': 21, 'north': 48}","{'west': 17, 'national': 28, 'east': 22, 'central': 27, 'south': 14, 'north': 28}","{'west': 41, 'national': 45, 'east': 42, 'central': 41, 'south': 45, 'north': 24}","{'west': 17, 'national': 27, 'east': 22, 'central': 14, 'south': 27, 'north': 22}","{'west': 17, 'national': 27, 'east': 22, 'central': 14, 'south': 27, 'north': 22}","{'west': 10, 'national': 11, 'east': 10, 'central': 10, 'south': 11, 'north': 6}","{'west': 41, 'national': 45, 'east': 42, 'central': 41, 'south': 45, 'north': 24}",,"{'west': 7, 'national': 9, 'east': 9, 'central': 1, 'south': 7, 'north': 1}","{'west': 11, 'national': 14, 'east': 14, 'central': 2, 'south': 10, 'north': 2}","{'west': 0.53, 'national': 0.84, 'east': 0.54, 'central': 0.84, 'south': 0.3, 'north': 0.45}","{'west': 5, 'national': 8, 'east': 5, 'central': 8, 'south': 3, 'north': 5}",2023-05-23
2334,"{'west': 8, 'national': 19, 'east': 14, 'central': 19, 'south': 11, 'north': 17}","{'west': 28, 'national': 46, 'east': 32, 'central': 43, 'south': 13, 'north': 46}","{'west': 18, 'national': 44, 'east': 33, 'central': 44, 'south': 25, 'north': 41}","{'west': 43, 'national': 44, 'east': 44, 'central': 36, 'south': 35, 'north': 24}","{'west': 19, 'national': 24, 'east': 19, 'central': 13, 'south': 24, 'north': 24}","{'west': 19, 'national': 24, 'east': 19, 'central': 13, 'south': 24, 'north': 24}","{'west': 10, 'national': 10, 'east': 10, 'central': 9, 'south': 8, 'north': 5}","{'west': 43, 'national': 44, 'east': 44, 'central': 36, 'south': 35, 'north': 22}",,"{'west': 5, 'national': 5, 'east': 4, 'central': 1, 'south': 4, 'north': 1}","{'west': 8, 'national': 8, 'east': 6, 'central': 2, 'south': 7, 'north': 2}","{'west': 0.52, 'national': 0.78, 'east': 0.53, 'central': 0.78, 'south': 0.32, 'north': 0.43}","{'west': 5, 'national': 8, 'east': 5, 'central': 8, 'south': 3, 'north': 4}",2023-05-24
2335,"{'west': 16, 'national': 17, 'east': 17, 'central': 16, 'south': 11, 'north': 17}","{'west': 18, 'national': 30, 'east': 30, 'central': 24, 'south': 10, 'north': 25}","{'west': 37, 'national': 40, 'east': 39, 'central': 38, 'south': 26, 'north': 40}","{'west': 28, 'national': 54, 'east': 54, 'central': 38, 'south': 49, 'north': 26}","{'west': 14, 'national': 26, 'east': 26, 'central': 15, 'south': 23, 'north': 26}","{'west': 14, 'national': 26, 'east': 26, 'central': 15, 'south': 23, 'north': 26}","{'west': 7, 'national': 14, 'east': 14, 'central': 9, 'south': 12, 'north': 6}","{'west': 28, 'national': 54, 'east': 54, 'central': 38, 'south': 49, 'north': 24}",,"{'west': 6, 'national': 6, 'east': 3, 'central': 1, 'south': 2, 'north': 1}","{'west': 10, 'national': 10, 'east': 5, 'central': 2, 'south': 3, 'north': 2}","{'west': 0.44, 'national': 0.81, 'east': 0.53, 'central': 0.81, 'south': 0.31, 'north': 0.38}","{'west': 4, 'national': 8, 'east': 5, 'central': 8, 'south': 3, 'north': 4}",2023-05-25
2336,"{'west': 5, 'national': 9, 'east': 9, 'central': 6, 'south': 5, 'north': 8}","{'west': 26, 'national': 70, 'east': 39, 'central': 36, 'south': 34, 'north': 70}","{'west': 11, 'national': 20, 'east': 20, 'central': 14, 'south': 11, 'north': 19}","{'west': 32, 'national': 53, 'east': 53, 'central': 37, 'south': 53, 'north': 32}","{'west': 15, 'national': 32, 'east': 27, 'central': 15, 'south': 26, 'north': 32}","{'west': 15, 'national': 32, 'east': 27, 'central': 15, 'south': 26, 'north': 32}","{'west': 8, 'national': 14, 'east': 14, 'central': 9, 'south': 14, 'north': 7}","{'west': 32, 'national': 53, 'east': 53, 'central': 37, 'south': 53, 'north': 30}",,"{'west': 5, 'national': 5, 'east': 3, 'central': 2, 'south': 2, 'north': 1}","{'west': 9, 'national': 9, 'east': 5, 'central': 3, 'south': 4, 'north': 2}","{'west': 0.45, 'national': 0.61, 'east': 0.54, 'central': 0.5, 'south': 0.4, 'north': 0.61}","{'west': 5, 'national': 6, 'east': 5, 'central': 5, 'south': 4, 'north': 6}",2023-05-26
2337,"{'west': 5, 'national': 10, 'east': 10, 'central': 1, 'south': 6, 'north': 9}","{'west': 22, 'national': 43, 'east': 31, 'central': 35, 'south': 32, 'north': 43}","{'west': 12, 'national': 24, 'east': 24, 'central': 2, 'south': 14, 'north': 21}","{'west': 30, 'national': 56, 'east': 56, 'central': 46, 'south': 56, 'north': 36}","{'west': 15, 'national': 36, 'east': 27, 'central': 16, 'south': 26, 'north': 36}","{'west': 15, 'national': 36, 'east': 27, 'central': 16, 'south': 26, 'north': 36}","{'west': 7, 'national': 17, 'east': 17, 'central': 11, 'south': 16, 'north': 8}","{'west': 30, 'national': 56, 'east': 56, 'central': 46, 'south': 56, 'north': 32}",,"{'west': 4, 'national': 4, 'east': 3, 'central': 2, 'south': 2, 'north': 3}","{'west': 6, 'national': 6, 'east': 5, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.37, 'national': 0.55, 'east': 0.53, 'central': 0.44, 'south': 0.43, 'north': 0.55}","{'west': 4, 'national': 6, 'east': 5, 'central': 4, 'south': 4, 'north': 6}",2023-05-27
